Name,ContentEn,ContentFr,ContentNl,FAQ,Format,Language,Roles,Tags,TitleEn,TitleFr,TitleNl,UniekeId
faq-57-waar-kan-ik-de-app-van-het-reservatiesysteem-degapp-,"From January 1, 2025, we will discontinue the Dégage mobile app (as part of the development of a completely new membership app), but you can also install the current www.degapp.be on your smartphone. You can add this website to the home screen of your smartphone so that it is easily available. 

For Android this works like this:

  Open the Chrome browser

  Go to https://www.degapp.be

  Tap an icon with three dots at the top right

  Tap Add to Home Screen

  Give the site a recognizable title or leave the default name

  Tap Add > Add

This works similarly for iPhone/IPad:

  Open Safari.

  Go to https://www.degapp.be

  Tap the share button at the bottom (top of the iPad). That's the icon of a square with the arrow pointing up.

  Scroll down and tap Add to Home Screen.

  If necessary, tap the name of the site and type a different name.

  Tap Add.","À partir du 1er janvier 2025, nous cesserons l'application mobile Dégage (dans le cadre du développement d'une toute nouvelle application d'adhésion), mais vous pourrez également installer l'actuel www.degapp.be sur votre smartphone. Vous pouvez ajouter ce site Web à l'écran d'accueil de votre smartphone afin qu'il soit facilement disponible. 

Pour Android, cela fonctionne comme ceci :

  Ouvrez le navigateur Chrome

  Allez sur https://www.degapp.be

  Appuyez sur une icône avec trois points en haut à droite

  Appuyez sur Ajouter à l'écran d'accueil

  Donnez au site un titre reconnaissable ou laissez le nom par défaut

  Appuyez sur Ajouter > Ajouter

Cela fonctionne de la même manière pour iPhone/IPad :

  Ouvrez Safari.

  Allez sur https://www.degapp.be

  Appuyez sur le bouton de partage en bas (en haut de l'iPad). C'est l'icône d'un carré avec la flèche pointant vers le haut.

  Faites défiler vers le bas et appuyez sur Ajouter à l'écran d'accueil.

  Si nécessaire, appuyez sur le nom du site et saisissez un autre nom.

  Appuyez sur Ajouter.","Vanaf 1 januari 2025 zetten we de mobiele app van Dégage stop (in kader van de ontwikkeling van een volledig nieuwe ledenapp) maar ook het huidige www.degapp.be kan je op smartphone installeren. Je kan op het startscherm van je smartphone deze website toevoegen zodat die gemakkelijk beschikbaar is. 

Voor Android werkt dit zo:

  Open de browser Chrome

  Ga naar https://www.degapp.be

  Tik rechtsboven op een pictogram met drie stipjes

  Tik op Toevoegen aan startscherm

  Geef de site een herkenbare titel of laat de standaardbenaming staan

  Tik op Toevoegen > Toevoegen

Voor IPhone/IPad gaat dit gelijkaardig te werk:

  Open Safari.

  Ga naar https://www.degapp.be

  Tik onderin (bij de iPad bovenin) op de deelknop. Dat is het pictogram van een vierkant met het pijltje naar boven.

  Scrol naar beneden en tik op Zet op beginscherm.

  Tik eventueel op de naam van de site en typ een andere naam.

  Tik op Voeg toe.",Yes,text,,public,,Where can I find the 'app' of the Degapp reservation system?,Où puis-je trouver « l'application » du système de réservation Degapp ?,Waar kan ik de 'app' van het reservatiesysteem Degapp terugvinden?,
faq-52-hoe-vraag-ik-een-milieuvignet-aan-en-wie-betaalt-dez,"If you go to a city or region abroad with low emission zones, apply for an environmental vignette through the relevant authority. Waiting time and necessary documents depend greatly on which environmental vignette. Sometimes just entering a license plate is sufficient, sometimes you need the owner for the additional information. Waiting time can range from a few days to 4 weeks before your departure. You can always first ask the owner whether the car already has the correct and valid environmental sticker. Be careful, there are many variations in vignette and some have a limited validity. Here you will find a useful overview. The cost of an environmental vignette is fully paid by the user who wants to request the vignette for his trip. If the request is made by the owner, this cost cannot be entered as a car cost.","Si vous vous rendez dans une ville ou une région à l'étranger dotée de zones à faibles émissions, demandez une vignette environnementale auprès de l'autorité compétente. Le temps d'attente et les documents nécessaires dépendent grandement de la vignette environnementale. Parfois, il suffit de saisir une plaque d'immatriculation, parfois vous avez besoin du propriétaire pour obtenir des informations supplémentaires. Le temps d'attente peut varier de quelques jours à 4 semaines avant votre départ. Vous pouvez toujours d’abord demander au propriétaire si la voiture possède déjà la vignette environnementale correcte et valide. Attention, il existe de nombreuses variantes de vignette et certaines ont une validité limitée. Vous trouverez ici un aperçu utile. Le coût d'une vignette environnementale est entièrement à la charge de l'usager qui souhaite demander la vignette pour son déplacement. Si la demande est faite par le propriétaire, ce coût ne peut pas être comptabilisé comme coût de voiture.","Ga je naar een stad of regio in het buitenland met lage emissiezones, vraag dan een milieuvignet aan via de desbetreffende instantie. Wachttijd en nodige documenten hangen sterk af van welk milieuvignet. Soms volstaat het ingeven van een nummerplaat, soms heb je de eigenaar nodig voor de extra gegevens. Wachttijd kan gaan van enkele dagen tot 4 weken voor je vertrek. Je kan altijd eerst de eigenaar vragen of de auto al over het juiste én geldige milieuvignet beschikt. Opgepast, er bestaan heel wat variaties in vignet én sommigen zijn beperkt geldig. Hier vind je een handig overzicht. De kost van een milieuvignet wordt integraal betaald door de gebruiker die het vignet voor zijn reis wil aanvragen. Gebeurt de aanvraag door de eigenaar, dan kan deze kost niet worden ingevoerd als autokost.",Yes,text,,public,,How do I apply for an environmental vignette and who pays for it?,Comment demander une vignette environnementale et qui la paie ?,Hoe vraag ik een milieuvignet aan en wie betaalt deze?,
faq-16-wat-moet-aanwezig-zijn-in-de-auto,"Make sure that your Dégage folder in the car always contains the documents below. You can find the customizable attachments via the owner's section. 

  Sufficient blank mileage sheets with all the necessary information noted on them, such as contact details, roadside assistance (via brand or VAB Assistance), parking permit, ...

  European accident form pre-completed: we strongly recommend that you fill in the known information (insurance policy, etc.) in advance. This provides comfort for the driver in stressful situations. Request a pre-completed form via Dégage if you no longer have it in the car.

  'first aid in the event of a breakdown': enter the correct telephone number for breakdown assistance

  'first aid in the event of an accident' sheet: enter the correct telephone number for assistance in the event of an accident

  Correctly completed damage log: keep it up to date. Only the owner will adjust this in the event of new damage. This way the driver knows whether the damage was already there or not.

  Parking receipts on which the borrower can note where he parked the car, if you live in a region where the car cannot be parked in front of the door.

In addition, you are obliged to keep the vehicle documents and the mandatory attributes in the car (for Belgium: first-aid kit, fire extinguisher, at least 1 high-vis vest and a warning triangle).","Assurez-vous que votre dossier Dégage dans la voiture contient toujours les documents ci-dessous. Vous pouvez trouver les pièces jointes personnalisables via la section propriétaire. 

  Des fiches kilométriques vierges en nombre suffisant sur lesquelles sont notées toutes les informations nécessaires telles que coordonnées, assistance routière (via la marque ou VAB Assistance), autorisation de stationnement, ...

  Formulaire européen d'accident pré-rempli : nous vous recommandons vivement de renseigner au préalable les informations connues (police d'assurance, etc.). Cela offre un confort au conducteur dans des situations stressantes. Demandez un formulaire pré-rempli via Dégage si vous ne l'avez plus dans la voiture.

  « premiers secours en cas de panne » : saisissez le numéro de téléphone correct pour le dépannage

  Fiche « premiers secours en cas d'accident » : indiquez le bon numéro de téléphone pour obtenir de l'aide en cas d'accident

  Journal des dégâts correctement complété : tenez-le à jour. Seul le propriétaire réglera celui-ci en cas de nouveaux dégâts. De cette façon, le conducteur sait si les dégâts étaient déjà là ou non.

  Des reçus de stationnement sur lesquels l'emprunteur peut noter où il a garé la voiture, si vous habitez dans une région où la voiture ne peut pas être garée devant la porte.

De plus, vous êtes obligé de conserver les papiers du véhicule et les attributs obligatoires dans la voiture (pour la Belgique : trousse de premiers secours, extincteur, au moins 1 gilet haute visibilité et un triangle de signalisation).","Zorg dat je Dégage-mapje in de auto steeds onderstaande documenten bevat. Je vindt via het eigenaarsluik de aanpasbare bijlagen terug. 

  Voldoende blanco kilometerbladen met daarop al de nodige info genoteerd, zoals contactgegevens, pechhulp (via merk of VAB Assistance), parkeervergunning, ...

  Europees aanrijdingsformulier vooringevuld: we raden sterk aan om alvast de gekende gegevens (verzekeringspolis, etc…) in te vullen. In stresssituaties zorgt dit voor een gemak voor de bestuurder. Vraag een vooringevuld formulier via Dégage mocht je deze niet meer hebben in de auto.

  fiche 'eerste hulp bij pech': vul het juiste telefoonnummer in van bijstand bij pech

  fiche 'eerste hulp bij ongeval': vul het juiste telefoonnummer in van bijstand bij ongeval

  Correct aangevuld schadelogboek: hou het up-to-date. Enkel de eigenaar past deze aan bij nieuwe schade. Zo weet de bestuurder of de schade er al was of niet.

  Parkeerbonnetjes waarop de ontlener kan noteren waar hij de auto heeft geparkeerd, indien je in een regio woont waar de auto niet voor de deur geparkeerd kan worden.

Daarnaast ben je verplicht om de boorddocumenten en de verplichte attributen in de auto te bewaren (voor België: verbanddoos, brandblusser, minimum 1 fluohesje en een gevarendriehoek).",Yes,text,,public,,What must be present in the car?,Que doit-il y avoir dans la voiture ?,Wat moet aanwezig zijn in de auto?,
faq-36-kan-ik-met-de-auto-naar-het-buitenland,"Yes, but please report it to the owner. The owner can then provide you with the required on-board documents (registration certificate, inspection certificate, certificate of conformity). Also remember the spare key (which you give to your traveling companion), always useful if you lose it. Be sure to check in advance the rules that apply abroad, such as Low Emission Zone or winter tires. It is the borrower's responsibility to comply with local law.

BREAKDOWN ASSISTANCE ABROAD

Our roadside assistance is valid as standard within the Benelux (VAB). We have an agreement with VAB that nothing is paid on site by the borrower.

Roadside assistance outside Benelux (Europe) is optional. Check the car sheet to see which roadside assistance it has. If 'Europe' is stated, the roadside assistance is also valid outside the Benelux (within Europe). If the car does not have breakdown assistance outside the Benelux, you can make use of local options: read our tips here.

We notice that virtually no interventions are needed for holidays outside the Benelux (2 interventions in 2024, none in 2023). Not requesting this as standard is cost-efficient for Dégage. If you prefer VAB roadside assistance in Europe, you can request this 7 days before departure. This coverage will then remain valid until 12/31/2025. You can request this here. You can no longer do this if you are already on your way to your destination or you have already arrived at your destination. The application is paid by Dégage.","Oui, mais merci de le signaler au propriétaire. Le propriétaire pourra alors vous fournir les documents de bord requis (certificat d'immatriculation, certificat de contrôle, certificat de conformité). Pensez également au double de clé (que vous remettez à votre compagnon de voyage), toujours utile en cas de perte. Assurez-vous de vérifier à l'avance les règles applicables à l'étranger, comme la zone de basses émissions ou les pneus d'hiver. Il est de la responsabilité de l'emprunteur de se conformer à la législation locale.

ASSISTANCE DÉPANNAGE À L'ÉTRANGER

Notre assistance routière est valable en standard au Benelux (VAB). Nous avons un accord avec VAB selon lequel rien n'est payé sur place par l'emprunteur.

L’assistance routière en dehors du Benelux (Europe) est facultative. Consultez la fiche de la voiture pour voir de quelle assistance routière elle dispose. Si « Europe » est indiqué, l'assistance routière est également valable en dehors du Benelux (en Europe). Si la voiture ne dispose pas de dépannage en dehors du Benelux, vous pouvez recourir aux options locales : lisez nos conseils ici.

On constate que pratiquement aucune intervention n'est nécessaire pour les vacances hors Benelux (2 interventions en 2024, aucune en 2023). Ne pas l’exiger en standard est rentable pour Dégage. Si vous préférez l'assistance routière VAB en Europe, vous pouvez en faire la demande 7 jours avant le départ. Cette garantie restera alors valable jusqu'au 31/12/2025. Vous pouvez en faire la demande ici. Vous ne pouvez plus le faire si vous êtes déjà en route vers votre destination ou si vous êtes déjà arrivé à destination. La demande est payée par Dégage.","Ja, maar meld het aan de eigenaar. De eigenaar kan jou dan de vereiste boorddocumenten (kentekenbewijs, keuringsbewijs, conformiteitsattest) meegeven. Denk ook aan de reservesleutel (die je geeft aan je reisgenoot), altijd handig mocht je deze verliezen. Zoek zeker op voorhand de regels die gelden in het buitenland zoals Lage Emissiezone of winterbanden. Het is de verantwoordelijkheid van de ontlener om in regel te zijn met de lokale wet.

PECHHULP IN HET BUITENLAND

Onze pechhulp is standaard geldig binnen de Benelux (VAB). We hebben de afspraak met VAB dat er ter plaatse niks wordt betaald door de ontlener.

Pechbijstand buiten Benelux (Europa) is optioneel. Kijk in de autofiche welke pechhulp die heeft. Staat 'Europa' vermeld, dan is de pechhulp ook geldig buiten de Benelux (binnen Europa). Heeft de auto geen pechbijstand buiten Benelux, dan kan je ter plaatse beroep doen op de lokale mogelijkheden: lees hier onze tips.

We merken dat er quasi geen interventies nodig zijn bij vakanties buiten Benelux (in 2024 2 interventies, in 2023 geen). Dit niet standaard aanvragen, is kostenefficiënt voor Dégage. Wil je toch liever VAB-pechbijstand in Europa, dan kan je 7 dagen vóór vertrek dit aanvragen. Deze dekking blijft dan geldig tot 31/12/2025. Je kan dit hier aanvragen. Je kan dit niet meer doen als je al onderweg bent naar je bestemming of je reeds op je bestemming bent aangekomen. De aanvraag wordt betaald door Dégage.",Yes,text,,public,,Can I go abroad by car?,Puis-je partir à l’étranger en voiture ?,Kan ik met de auto naar het buitenland?,
faq-55-kan-ik-met-een-degage-wagen-naar-de-carwash,"Yes please! As an owner, you can declare 1 car wash cost every month as a car expense. As a borrower, would you like to go to the car wash with a car? Top! Ask the owner if you can take your car to the car wash and, if so, whether there are anything else you need to take into account. After the car wash, forward the receipt to the owner, together with your account number. The owner will pay you back and deduct the cost from the car costs.","Oui s'il vous plait! En tant que propriétaire, vous pouvez déclarer 1 frais de lavage de voiture chaque mois comme dépense automobile. En tant qu'emprunteur, vous souhaitez vous rendre au lave-auto avec une voiture ? Haut! Demandez au propriétaire si vous pouvez amener votre voiture au lave-auto et, si oui, s'il y a d'autres éléments à prendre en compte. Après le lavage de la voiture, envoyez le reçu au propriétaire, accompagné de votre numéro de compte. Le propriétaire vous remboursera et déduira le coût des frais de voiture.","Ja graag! Als eigenaar kan je elke maand 1x carwash kost aangeven als auto-kost. Wil je als ontlener graag eens naar de carwash met een wagen? Top! Vraag de eigenaar of je naar de carwash mag met de wagen, en zoja, of je nog met iets rekening moet houden. Na de carwash stuur je het bonnetje door naar de eigenaar, samen met jouw rekeningnummer. De eigenaar betaalt jou terug en de brengt de kost ervan in bij de autokosten.",Yes,text,,public,,Can I go to the car wash with a Dégage?,Puis-je aller au lave-auto avec un Dégage ?,kan ik met een Dégage wagen naar de carwash?,
faq-37-mag-ik-met-de-auto-naar-het-containerpark-of-huisdie,"Many owners (often with newer cars) refuse such reservations. You can read this in their car description. If it is allowed, be sure to mention it when making the reservation and return the car properly.","De nombreux propriétaires (souvent possédant des voitures plus récentes) refusent de telles réservations. Vous pouvez lire cela dans la description de leur voiture. Si cela est autorisé, assurez-vous de le mentionner lors de la réservation et de restituer la voiture correctement.","Veel eigenaars (vaak met nieuwere auto’s) weigeren dergelijke reservaties. Dit lees je dan bij hun autobeschrijving. Mag het toch, vermeld het dan zeker bij de reservatie en breng de auto netjes terug.",Yes,text,,public,,Can I take my car to the container park or transport pets?,Puis-je emmener ma voiture au parc à conteneurs ou transporter des animaux de compagnie ?,Mag ik met de auto naar het containerpark of huisdieren vervoeren?,
faq-61-hoe-kan-ik-mijn-lidmaatschap-bij-degage-stopzetten,"You can unsubscribe as a member at any time, although for administrative reasons we would like you to remain a member for a year. 

If you want to cancel your membership, you must send an email to info@degage.be with cancellation of membership NAME FIRST NAME in the subject. Then the volunteer in question can arrange this for you. She does this once a month.

If your statements have been paid in full, you will receive your deposit in full after deletion (to the account number known to us).

Please know that if you do not drive within Dégage, you do not pay anything. So you can also be a dormant member of Dégage instead of terminating your membership. This way you avoid having to pay the entry fee again in the future if you want to become a member again.","Vous pouvez vous désinscrire en tant que membre à tout moment, même si pour des raisons administratives, nous souhaitons que vous restiez membre pendant un an. 

Si vous souhaitez annuler votre adhésion, vous devez envoyer un email à info@degage.be avec annulation d'adhésion NOM PRENOM en objet. Le bénévole en question peut alors organiser cela pour vous. Elle fait ça une fois par mois.

Si vos relevés ont été intégralement payés, vous recevrez l'intégralité de votre acompte après suppression (au numéro de compte que nous connaissons).

Sachez que si vous ne circulez pas dans Dégage, vous ne payez rien. Vous pouvez donc également être membre dormant de Dégage au lieu de mettre fin à votre adhésion. De cette façon, vous évitez de devoir payer à nouveau les frais d'inscription à l'avenir si vous souhaitez redevenir membre.","Je kan je op elk moment uitschrijven als lid, al hebben we om administratieve redenen graag dat je een jaartje lid blijft. 

Als je je lidmaatschap wil schrappen, dien je een mailtje te sturen naar info@degage.be met in het onderwerp schrapping lidmaatschap NAAM VOORNAAM. Dan kan de betreffende vrijwilliger dit voor je regelen. Dit doet ze één keer per maand.

Indien je afrekeningen volledig betaald zijn, krijg je je waarborg na schrapping volledig terug (op het door ons gekende rekeningnummer).

Weet dat, als je niet rijdt binnen Dégage, ook niks betaalt. Je kan dus ook slapend lid zijn van Dégage in plaats van je lidmaatschap stop te zetten. Zo vermijd je in de toekomst de instapsom opnieuw te moeten betalen, als je toch weer lid wil worden.",Yes,text,,public,,How can I cancel my membership with Dégage?,Comment puis-je résilier mon adhésion à Dégage ?,Hoe kan ik mijn lidmaatschap bij Dégage stopzetten?,
faq-62-hoe-stop-ik-met-mijn-auto-te-delen-via-degage,"Too bad you want to stop. You may have a good reason. In any case, a big thank you for sharing your car with us! To stop as an owner via Dégage, send an email to info@degage.be. We will then explain to you what you need to do to get your car from Dégage.

You can already do this:

  Block the days on which you no longer want to share, so that borrowers cannot reserve the car. Together we will agree on a date on which the car will be deactivated. The best time to stop is at the end of a quarter. The least ideal is at the beginning of a quarter.

  If you keep the car for yourself, you must take out your own policy with an insurer of your choice. If you want to stay with Ethias, koen.duckaert@ethias.be can help you further. We ask you to take out your own insurance no later than 2 months after deactivating your car. This is to ensure that we do not have non-shared vehicles on our fleet policy. You can request a damage certificate if you wish.

  If you sell the car, we need proof that the license plate has been deleted.

  As long as we do not have proof of cancellation or new insurance, the car remains insured. We will subsequently draw up a credit note for the remaining premium days and pay them to the account number known to us.

  At the same time we will also revoke your parking ticket (if applicable). By then you must reactivate your resident card.","Dommage que tu veuilles arrêter. Vous avez peut-être une bonne raison. En tout cas, un grand merci de partager votre voiture avec nous ! Pour vous arrêter en tant que propriétaire via Dégage, envoyez un email à info@degage.be. Nous vous expliquerons ensuite la marche à suivre pour récupérer votre voiture chez Dégage.

Vous pouvez déjà faire ceci :

  Bloquez les jours où vous ne souhaitez plus partager, afin que les emprunteurs ne puissent pas réserver la voiture. Ensemble, nous convenirons d'une date à laquelle la voiture sera désactivée. Le meilleur moment pour s’arrêter est à la fin d’un trimestre. Le moins idéal se situe au début d’un trimestre.

  Si vous gardez la voiture pour vous, vous devez souscrire votre propre contrat auprès d'un assureur de votre choix. Si vous souhaitez rester chez Ethias, koen.duckaert@ethias.be peut vous aider davantage. Nous vous demandons de souscrire votre propre assurance au plus tard 2 mois après la désactivation de votre voiture. Ceci afin de garantir que notre politique de flotte ne comporte pas de véhicules non partagés. Vous pouvez demander un certificat de dégâts si vous le souhaitez.

  Si vous vendez la voiture, nous avons besoin d'une preuve que la plaque d'immatriculation a été supprimée.

  Tant que nous n'avons pas de justificatif d'annulation ou de nouvelle assurance, la voiture reste assurée. Nous établirons ensuite un avoir pour les jours de prime restants et les paierons sur le numéro de compte que nous connaissons.

  Dans le même temps, nous révoquerons également votre ticket de stationnement (le cas échéant). D’ici là, vous devez réactiver votre carte de résident.","Jammer dat je ermee wil stoppen. Wellicht heb je een goede reden. In ieder geval wel een grote dank je wel om je auto bij ons gedeeld te hebben! Om als eigenaar te stoppen via Dégage, stuur je een mailtje naar info@degage.be. Dan leggen we op maat uit wat je moet doen om je auto uit Dégage te halen.

Dit kan je alvast doen:

  Blokkeer de dagen waarop je niet meer wil delen, zodat ontleners de auto niet kunnen reserveren. Samen zullen we een datum afspreken waarop de auto op non-actief wordt gezet. Het beste tijdstip om te stoppen is op het einde van een kwartaal. Het minst ideale is aan het begin van een kwartaal.

  Hou je de auto voor jezelf, dan dien je een eigen polis aan te gaan bij een verzekeraar naar keuze. Mocht je bij Ethias willen blijven dan kan koen.duckaert@ethias.be je verder helpen. We vragen om een eigen verzekering aan te gaan ten laatste 2 maanden na het deactiveren van je auto. Dat is om ervoor te zorgen dat we geen niet-gedeelde wagens op onze vlootpolis hebben hangen. Je kan een schadeattest opvragen indien je dit wenst.

  Verkoop je de auto, dan hebben we een bewijs nodig van schrapping van de nummerplaat.

  Zolang we geen bewijs van schrapping of nieuwe verzekering hebben, blijft de auto verzekerd. We zullen nadien een creditnota opmaken voor de resterende premiedagen en die uitbetalen op het door ons gekende rekeningnummer.

  Op hetzelfde moment zullen we ook je parkeerkaart intrekken (indien van toepassing). Tegen die tijd dien je je bewonerskaart terug te activeren.",Yes,text,,public,,How do I stop sharing my car via Dégage?,Comment arrêter de partager ma voiture via Dégage ?,Hoe stop ik met mijn auto te delen via Dégage?,
faq-63-hoeveel-bedraagt-het-instapgeld-van-degage,"If you become a member of Dégage, you pay a one-off fee of 35 euros upon joining. From 1/1/2025 this entry fee will be 45 euros.","Si vous devenez membre de Dégage, vous payez une cotisation unique de 35 euros lors de votre adhésion. A partir du 1/1/2025, ce droit d'entrée sera de 45 euros.","Als je lid wordt van Dégage, dan betaal je bij instap eenmalig 35 euro. Vanaf 1/1/2025 bedraagt deze instapsom 45 euro.",Yes,text,,public,,How much is Dégage's entry fee?,Combien coûtent les frais d'entrée de Dégage ?,Hoeveel bedraagt het instapgeld van Dégage?,
faq-5-ik-heb-een-infosessie-voor-ontleners-gevolgd-en-wil-,"If you want to complete your membership, complete the following steps:

  Log in again

  Complete your profile further

  Click on request full membership

  Read and sign the agreement online

  Pay deposit and entry fee (with structured communication that you will automatically receive by email after signing the contract)

  Payments are processed once per working day. Depending on the bank you made your deposit from, a payment may take 1-3 business days to arrive.

  Once processed, you will receive an automatic email to confirm your membership. Just log out and log in again from degapp.be so that you can reserve cars.","Si vous souhaitez finaliser votre adhésion, procédez comme suit :

  Connectez-vous à nouveau

  Complétez davantage votre profil

  Cliquez sur demander une adhésion complète

  Lire et signer l'accord en ligne

  Payer l'acompte et les frais d'entrée (avec une communication structurée que vous recevrez automatiquement par email après la signature du contrat)

  Les paiements sont traités une fois par jour ouvrable. Selon la banque auprès de laquelle vous avez effectué votre dépôt, un paiement peut prendre 1 à 3 jours ouvrables pour arriver.

  Une fois traité, vous recevrez un e-mail automatique pour confirmer votre adhésion. Déconnectez-vous et reconnectez-vous simplement de degapp.be pour pouvoir réserver des voitures.","Als je je lidmaatschap wil afronden, dan doorloop je volgende stappen:

  Log opnieuw in

  Vul je profiel verder aan

  Klik door op volwaardig lidmaatschap aanvragen

  Lees en onderteken online de overeenkomst

  Betaal waarborg en instapgeld (met gestructureerde mededeling die je automatisch via mail zal ontvangen na tekenen contract)

  Betalingen worden 1 keer per werkdag verwerkt. Afhankelijk van de bank waarvan jij je storting deed, kan een betaling 1-3 werkdagen onderweg zijn.

  Van zodra verwerkt, krijg je een automatisch mailtje om je lidmaatschap te bevestigen. Even uitloggen en weer inloggen van degapp.be zorgt dat je wagens kan reserveren.",Yes,text,,public,,I attended an information session for borrowers and now want to become a member. What should I do?,J'ai assisté à une séance d'information destinée aux emprunteurs et je souhaite maintenant devenir membre. Que dois-je faire?,Ik heb een infosessie voor ontleners gevolgd en wil nu lid worden. Wat moet ik doen?,
faq-51-kan-ik-mijn-eenmalig-inschrijvingsgeld-terugkrijgen-,"This is only possible if the municipality or city actively chooses to do so. Currently, only Oostkamp, Bonheiden, Deinze and Nazareth-De Pinte refund the registration fee. If you are eligible, you can get the sum back by contacting the municipality yourself. Mechelen, Ghent and Sint-Niklaas have stopped this action.","Cela n’est possible que si la commune ou la ville choisit activement de le faire. Actuellement, seuls Oostkamp, Bonheiden, Deinze et Nazareth-De Pinte remboursent les frais d'inscription. Si vous êtes éligible, vous pouvez récupérer la somme en contactant vous-même la commune. Malines, Gand et Saint-Nicolas ont stoppé cette action.","Dat kan enkel als de gemeente of stad daar actief voor kiest. Momenteel betalen enkel Oostkamp, Bonheiden, Deinze en Nazareth-De Pinte het inschrijvingsgeld terug. Kom je in aanmerking, dan kan je de som terugkrijgen door zelf contact op te nemen met de gemeente. Mechelen, Gent en Sint-Niklaas zijn deze actie gestopt.",Yes,text,,public,,Can I get my one-off registration fee back from my municipality or city?,Puis-je récupérer mes frais d'inscription uniques auprès de ma commune ou de ma ville ?,Kan ik mijn eenmalig inschrijvingsgeld terugkrijgen van mijn gemeente of stad?,
faq-6-mijn-partner-of-gezinslid-wil-ook-lid-worden-wat-moe,"If your family member also wants to become a Dégage member, they no longer need to attend an information session. You do explain Dégage well. The FAQ and rules in Degapp (see left column) are certainly interesting for this. We see family members as people who live under the same roof and live together (e.g. occasionally use the car together). We assume that family members see each other how they use Dégage and chat about it. 

Your family member must therefore become a separate member. 

You can invite your family member via the 'family members' button and they will then receive an invitation email. If your partner had already registered in the past, simply send us an email with their email address. Because then the 'family members' button will not work.

After this, the family members must go through the following steps:

  Complete your profile further

  Click on ""request full membership""

  Read and sign the agreement online

  Pay deposit and entry fee (with structured communication that you will automatically receive by email after signing the contract)

The invoicing always goes to the person who made the reservation. Who makes the reservation is only important for invoicing, not for insurance.","Si un membre de votre famille souhaite également devenir membre Dégage, il n'a plus besoin d'assister à une séance d'information. Vous expliquez bien Dégage. La FAQ et les règles de Degapp (voir colonne de gauche) sont certainement intéressantes à cet égard. Nous considérons les membres d'une famille comme des personnes qui vivent sous le même toit et vivent ensemble (par exemple, ils utilisent occasionnellement la voiture ensemble). Nous supposons que les membres de la famille se voient comment ils utilisent Dégage et en discutent. 

Le membre de votre famille doit donc devenir un membre distinct. 

Vous pouvez inviter un membre de votre famille via le bouton « membres de la famille » et il recevra alors un email d'invitation. Si votre partenaire s'était déjà inscrit par le passé, envoyez-nous simplement un e-mail avec son adresse e-mail. Car alors le bouton « Membres de la famille » ne fonctionnera pas.

Après cela, les membres de la famille doivent suivre les étapes suivantes :

  Complétez davantage votre profil

  Cliquez sur « demander une adhésion complète »

  Lire et signer l'accord en ligne

  Payer l'acompte et les frais d'entrée (avec une communication structurée que vous recevrez automatiquement par email après la signature du contrat)

La facturation revient toujours à la personne qui a effectué la réservation. La personne qui effectue la réservation n'a d'importance que pour la facturation, pas pour l'assurance.","Als je gezinslid ook Dégage-lid wil worden, dan hoeft die geen infosessie meer te volgen. Wel leg je Dégage goed uit. De FAQ en spelregels in Degapp (zie linkerkolom) zijn hiervoor zeker interessant. We zien gezinsleden als personen die onder hetzelfde dak wonen én samen leven (bv. af en toe ook samen de auto gebruiken). We gaan er vanuit dat gezinsleden van elkaar zien hoe ze Dégage gebruiken en erover babbelen. 

Je gezinslid moet dus wel apart lid worden. 

Je kan je gezinslid via de knop 'gezinsleden' uitnodigen en die krijgt hiervoor dan een uitnodigingsmail. Had je partner in het verleden zich al geregistreerd, dan stuur je ons gewoon een mailtje met diens mailadres. Want dan werkt de knop 'gezinsleden' niet.

Hierna moeten de gezinsleden volgende stapjes doorlopen:

  Vul je profiel verder aan

  Klik door op ""volwaardig lidmaatschap aanvragen""

  Lees en onderteken online de overeenkomst

  Betaal waarborg en instapgeld (met gestructureerde mededeling die je automatisch via mail zal ontvangen na tekenen contract)

De facturatie komt steeds terecht bij de persoon die reservatie maakte. Wie de reservatie doet is enkel belangrijk voor de facturatie, niet voor de verzekeringen.",Yes,text,,public,,My partner or family member also wants to become a member. What should he do?,Mon partenaire ou un membre de ma famille souhaite également devenir membre. Que doit-il faire ?,Mijn partner of gezinslid wil ook lid worden. Wat moet die doen?,
